iter	RMSE
153	37.43456763
154	37.40563966
155	37.38270197
156	37.35018658
157	37.32637386
158	37.31685061
159	37.2990006
160	37.26703953
161	37.25109437
162	37.21930685
163	37.20657402
164	37.18061607
165	37.15216636
166	37.13128706
167	37.10729914
168	37.0746238
169	37.05683999
170	37.03147684
171	37.00623756
172	36.97910957
173	36.95302506
174	36.9320259
175	36.90796708
176	36.89072777
177	36.86505685
178	36.83813399
179	36.81031615
180	36.78740516
181	36.77179741
182	36.73645136
183	36.72205187
184	36.70677485
185	36.68004452
186	36.6548666
187	36.62670016
188	36.60637372
189	36.5775939
190	36.55631281
191	36.54144923
192	36.52437208
193	36.50453861
194	36.47949517
195	36.46071084
196	36.43820942
197	36.42202818
198	36.40660491
199	36.38758619
200	36.35733246
201	36.33645156
202	36.31105027
203	36.29228057
204	36.27468262
205	36.25580692
206	36.22943653
207	36.2113925
208	36.18325071
209	36.16555724
210	36.13967885
211	36.12098259
212	36.09874152
213	36.06526598
214	36.02513057
215	36.00038894
216	35.98565276
217	35.95893608
218	35.93244993
219	35.89067194
220	35.86779206
221	35.84848711
222	35.82441954
223	35.79433776
224	35.77615736
225	35.74848687
226	35.72988841
227	35.71130553
228	35.69430322
229	35.67366466
230	35.6596844
231	35.64284939
232	35.62046712
233	35.59002394
234	35.55981052
235	35.54072437
236	35.52114737
237	35.49940542
238	35.48588551
239	35.45237863
240	35.42789556
241	35.40120331
242	35.37221779
243	35.35819252
244	35.32071736
245	35.29754508
246	35.26721144
247	35.24780099
248	35.21191151
249	35.19118238
250	35.16335985
251	35.14419039
252	35.12099793
253	35.09398231
254	35.06950958
255	35.05296541
256	35.02347452
257	35.0122187
258	34.99607314
259	34.98000546
260	34.96102979
261	34.93225219
262	34.91987428
263	34.90136966
264	34.87969205
265	34.85353545
266	34.80337202
267	34.78032022
268	34.75888505
269	34.73757247
270	34.70930145
271	34.69618666
272	34.66898011
273	34.63961976
274	34.624969
275	34.61068082
276	34.58008214
277	34.56359373
278	34.5268142
279	34.5002342
280	34.48168349
281	34.4474526
282	34.42791921
283	34.40119921
284	34.3822839
285	34.3691045
286	34.34033316
287	34.31868249
288	34.3053412
289	34.27115199
290	34.24879136
291	34.22727662
292	34.19710326
293	34.17409474
294	34.15657942
295	34.12951031
296	34.10370264
297	34.06721717
298	34.04068384
299	34.02318088
300	33.9952086
301	33.9648513
302	33.93242173
303	33.90681481
304	33.86606586
305	33.84759466
306	33.81974837
307	33.79569909
308	33.76864079
309	33.74196599
310	33.71459322
311	33.6885837
312	33.66852509
313	33.64684669
314	33.63309438
315	33.59000878
316	33.56098622
317	33.52163181
318	33.50026406
319	33.46574511
320	33.44461712
321	33.41221557
322	33.38628632
323	33.35569174
324	33.33838137
325	33.31293093
326	33.28927228
327	33.26156105
328	33.23006247
329	33.19963268
330	33.18188237
331	33.14552424
332	33.11652661
333	33.09313492
334	33.07383162
335	33.05064905
336	33.03833137
337	33.0078465
338	32.98418358
339	32.9504124
340	32.92744819
341	32.91215859
342	32.88282419
343	32.85628207
344	32.83386753
345	32.80938887
346	32.79716402
347	32.76780318
348	32.74773358
349	32.7286802
350	32.68788517
351	32.66059746
352	32.64087881
353	32.61865476
354	32.60258212
355	32.58353284
356	32.56319015
357	32.54201698
358	32.51911528
359	32.48021392
360	32.44397197
361	32.41232392
362	32.38584447
363	32.36088902
364	32.3373743
365	32.32336499
366	32.31189738
367	32.27073195
368	32.24227369
369	32.21487493
370	32.18875629
371	32.1654676
372	32.14296823
373	32.11576486
374	32.09614113
375	32.07333583
376	32.05813814
377	32.03472333
378	32.01428682
379	31.99901286
380	31.97470057
381	31.95186303
382	31.92576926
383	31.89864425
384	31.88435535
385	31.860544
386	31.83099526
387	31.80001992
388	31.7795919
389	31.77330044
390	31.75460153
391	31.723834
392	31.70213952
393	31.68222585
394	31.66314934
395	31.65126984
396	31.62218672
397	31.59626468
398	31.57559359
399	31.54873023
400	31.5281989
401	31.50360643
402	31.4804747
403	31.46483166
404	31.45353186
405	31.43883452
406	31.41796946
407	31.3970439
408	31.38187781
409	31.35535784
410	31.32877069
411	31.28562979
412	31.26249489
413	31.23915346
414	31.2252482
415	31.20393766
416	31.18077689
417	31.15022329
418	31.12096121
419	31.10180494
420	31.06730824
421	31.04857957
422	31.02835
423	30.99884476
424	30.97050362
425	30.9429066
426	30.92448106
427	30.89661206
428	30.86239001
429	30.83982359
430	30.82953639
431	30.8030634
432	30.78689723
433	30.75776109
434	30.73608169
435	30.71458765
436	30.69012542
437	30.67707308
438	30.65830969
439	30.64765071
440	30.62074342
441	30.60534462
442	30.58304683
443	30.55626757
444	30.5342903
445	30.51966619
446	30.49874733
447	30.47271396
448	30.44736084
449	30.4256718
450	30.39514327
451	30.37880898
452	30.35671516
453	30.32717919
454	30.30889776
455	30.2952749
456	30.2754192
457	30.25778789
458	30.23659129
459	30.22160856
460	30.19248217
461	30.18328191
462	30.15672147
463	30.13943361
464	30.12374769
465	30.10341952
466	30.08776215
467	30.05035035
468	30.03102101
469	30.00859922
470	29.98563409
471	29.97037368
472	29.95690206
473	29.93064076
474	29.90783108
475	29.88632661
476	29.8727042
477	29.86613899
478	29.83474253
479	29.814878
480	29.7809036
481	29.74681357
482	29.72889855
483	29.70449752
484	29.6905164
485	29.67826945
486	29.66729654
487	29.65597909
488	29.63273292
489	29.60813006
490	29.59557639
491	29.57654494
492	29.55027078
493	29.52882064
494	29.49323088
495	29.45769579
496	29.43757252
497	29.42655616
498	29.40492896
499	29.38031085
500	29.36804763
501	29.34711542
502	29.31038079
503	29.29803407
504	29.28585553
505	29.27663723
506	29.2628085
507	29.24392455
508	29.23537412
509	29.21014096
510	29.19253276
511	29.15360001
512	29.12622952
513	29.1084967
514	29.08900055
515	29.06668951
516	29.05047904
517	29.0357314
518	29.01922094
519	29.00168562
520	28.97238914
521	28.95079889
522	28.92984057
523	28.9078183
524	28.88379256
525	28.87059874
526	28.83893669
527	28.82116149
528	28.78668041
529	28.75490863
530	28.7334885
531	28.7119244
532	28.70066785
533	28.68813982
534	28.67596597
535	28.65083972
536	28.62918123
537	28.61391361
538	28.59758737
539	28.57674442
540	28.56379471
541	28.54891394
542	28.52771427
543	28.5069672
544	28.48155079
545	28.4714059
546	28.44799064
547	28.43489594
548	28.41319056
549	28.39191205
550	28.3678908
551	28.34562703
552	28.33259639
553	28.32662875
554	28.30761022
555	28.28292518
556	28.26536079
557	28.24771653
558	28.22023951
559	28.19727992
560	28.18182713
561	28.17533404
562	28.15913911
563	28.13581786
564	28.11001538
565	28.09319089
566	28.08363033
567	28.0610615
568	28.04753941
569	28.03562247
570	28.0057541
571	27.99754053
572	27.98453384
573	27.96161428
574	27.9489536
575	27.91914864
576	27.89596282
577	27.8730447
578	27.84921127
579	27.83323259
580	27.81056567
581	27.79799096
582	27.7825665
583	27.76239473
584	27.73930131
585	27.72237737
586	27.70144931
587	27.69502233
588	27.670752
589	27.64659783
590	27.63206882
591	27.61537444
592	27.6030651
593	27.58594877
594	27.56786621
595	27.54638493
596	27.51890852
597	27.51239948
598	27.50352574
599	27.49455836
600	27.47122851
601	27.45923612
602	27.44178057
603	27.42735078
604	27.40495774
605	27.39257174
606	27.38135398
607	27.37241759
608	27.35636063
609	27.33619936
610	27.31923963
611	27.2987008
612	27.28818203
613	27.26145955
614	27.25060549
615	27.21907292
616	27.20181696
617	27.17248943
618	27.15461985
619	27.13964403
620	27.12062739
621	27.10654432
622	27.09556553
623	27.08100296
624	27.07141175
625	27.05583451
626	27.02757602
627	27.01831173
628	26.9962759
629	26.97530736
630	26.9595185
631	26.95372209
632	26.93343776
633	26.92632675
634	26.91190414
635	26.89882987
636	26.87213723
637	26.85002342
638	26.82330153
639	26.80411461
640	26.78859937
641	26.77761781
642	26.75248171
643	26.7321313
644	26.72092058
645	26.71033039
646	26.68868358
647	26.67317217
648	26.65694225
649	26.64065987
650	26.63230362
651	26.62139671
652	26.59790143
653	26.57602429
654	26.56525198
655	26.55122152
656	26.53798591
657	26.50970966
658	26.48308966
659	26.46057984
660	26.45650643
661	26.42474551
662	26.4149487
663	26.40244929
664	26.38588098
665	26.37418208
666	26.35982972
667	26.34025731
668	26.32062681
669	26.3021137
670	26.2887502
671	26.2729324
672	26.26581857
673	26.25729519
674	26.23578834
675	26.21961573
676	26.19979056
677	26.18867183
678	26.17637342
679	26.15269649
680	26.14562851
681	26.13333269
682	26.12245432
683	26.10409453
684	26.09406186
685	26.07620367
686	26.06044136
687	26.03291333
688	26.01611057
689	25.99686493
690	25.97528491
691	25.96131441
692	25.9402794
693	25.92000317
694	25.90137919
695	25.88729463
696	25.87368003
697	25.85541791
698	25.84373508
699	25.82912756
700	25.80832349
701	25.78951866
702	25.77702901
703	25.75454654
704	25.7283743
705	25.71841135
706	25.70533616
707	25.69315625
708	25.67760176
709	25.66066511
710	25.64890405
711	25.64142787
712	25.63563302
713	25.61890783
714	25.60146173
715	25.57592453
716	25.56071291
717	25.55086905
718	25.53148882
719	25.5199486
720	25.49991421
721	25.48860855
722	25.48372235
723	25.46167138
724	25.43282806
725	25.41677551
726	25.40032542
727	25.38782365
728	25.37585444
729	25.35985053
730	25.34626773
731	25.34009636
732	25.32857461
733	25.31351388
734	25.29646081
735	25.28723243
736	25.2695261
737	25.25788125
738	25.24805825
739	25.22576484
740	25.21229179
741	25.20020603
742	25.18505383
743	25.15668691
744	25.14327691
745	25.13529707
746	25.11956413
747	25.10268085
748	25.08452872
749	25.06874747
750	25.05796758
751	25.04741234
752	25.03181259
753	25.01942259
754	25.00567077
755	24.98841175
756	24.97298254
757	24.95924596
758	24.94025885
759	24.92530041
760	24.918563
761	24.90693103
762	24.8945091
763	24.88702266
764	24.87375085
765	24.86751335
766	24.85210775
767	24.83240114
768	24.82161032
769	24.80828024
770	24.79290786
771	24.77895216
772	24.77230378
773	24.76359507
774	24.75288263
775	24.73536476
776	24.71125436
777	24.69040793
778	24.67070378
779	24.65427795
780	24.64330802
781	24.62862658
782	24.61735525
783	24.59507687
784	24.57445038
785	24.56268862
786	24.54740289
787	24.5346406
788	24.51681788
789	24.49590411
790	24.46499862
791	24.44940438
792	24.43675738
793	24.41480742
794	24.40668722
795	24.39370271
796	24.38855259
797	24.38082592
798	24.36251759
799	24.34904807
800	24.34353934
801	24.32624864
802	24.3112961
803	24.29772531
804	24.28328207
805	24.2762325
806	24.26607161
807	24.26151201
808	24.24198339
809	24.22308918
810	24.20821123
811	24.19962163
812	24.19301941
813	24.18000491
814	24.1632774
815	24.1477911
816	24.12761313
817	24.11642944
818	24.10575418
819	24.09253561
820	24.0790804
821	24.07024245
822	24.05828354
823	24.03699428
824	24.01916901
825	24.00216611
826	23.97628301
827	23.96020703
828	23.94915835
829	23.93384686
830	23.9267189
831	23.9136028
832	23.89213504
833	23.88120486
834	23.87086639
835	23.86054672
836	23.84950226
837	23.83067217
838	23.81497323
839	23.78845453
840	23.77211454
841	23.75905592
842	23.74401411
843	23.7333253
844	23.72100407
845	23.71053983
846	23.69461862
847	23.6811896
848	23.67271528
849	23.65939098
850	23.64630094
851	23.62972312
852	23.61218135
853	23.60419605
854	23.58457197
855	23.56811944
856	23.55903643
857	23.54998908
858	23.53437965
859	23.52367822
860	23.51173615
861	23.50560736
862	23.49622943
863	23.48560632
864	23.45800365
865	23.44728556
866	23.43544425
867	23.426165
868	23.42080416
869	23.40793762
870	23.38261255
871	23.37012194
872	23.34681759
873	23.33643336
874	23.32572853
875	23.31775582
876	23.30774158
877	23.29302313
878	23.2791396
879	23.26192692
880	23.24597369
881	23.22359408
882	23.21415692
883	23.20581472
884	23.18823299
885	23.18281562
886	23.16382699
887	23.15457753
888	23.14769804
889	23.12202366
890	23.1128324
891	23.09077677
892	23.07445674
893	23.06385428
894	23.05682915
895	23.03807225
896	23.02802598
897	23.01633897
898	23.01081689
899	22.98798136
900	22.97876496
901	22.96263356
902	22.95760054
903	22.94361112
904	22.93022883
905	22.91799545
906	22.89930586
907	22.88396903
908	22.86538708
909	22.84555417
910	22.82705184
911	22.82032078
912	22.80049879
913	22.78090732
914	22.77539616
915	22.7536669
916	22.74052741
917	22.71996763
918	22.70443234
919	22.68480945
920	22.66766494
921	22.65193784
922	22.64369232
923	22.63021376
924	22.6166695
925	22.60429128
926	22.59216334
927	22.58646081
928	22.57109506
929	22.5562199
930	22.54501399
931	22.53901
932	22.53131767
933	22.5237454
934	22.50655472
935	22.50011249
936	22.47990869
937	22.46682746
938	22.4542892
939	22.44167411
940	22.43218211
941	22.42130085
942	22.41032082
943	22.39053599
944	22.38123125
945	22.36774914
946	22.35922594
947	22.33955756
948	22.32678704
949	22.31541336
950	22.30391714
951	22.29399251
952	22.2764112
953	22.26809711
954	22.2549893
955	22.24878569
956	22.23344071
957	22.22228848
958	22.2067143
959	22.18687554
960	22.18184733
961	22.16441214
962	22.14703671
963	22.13738343
964	22.11626634
965	22.11019716
966	22.09652566
967	22.07627083
968	22.07042546
969	22.05268354
970	22.04187094
971	22.02874725
972	22.01159209
973	21.98484042
974	21.97702146
975	21.97187968
976	21.96056255
977	21.94590219
978	21.92575023
979	21.91162222
980	21.89180517
981	21.87955768
982	21.86881972
983	21.86168094
984	21.84473102
985	21.83655225
986	21.81920123
987	21.8087608
988	21.7960859
989	21.78398654
990	21.77234139
991	21.76141977
992	21.74772441
993	21.74191729
994	21.73485584
995	21.71803263
996	21.7095909
997	21.69793884
998	21.69004948
999	21.67630759
