iter	RMSE
203	35.39580036
204	35.36382197
205	35.32493791
206	35.29306201
207	35.26344148
208	35.23696635
209	35.20935804
210	35.16981929
211	35.13618214
212	35.10963592
213	35.08415005
214	35.04721665
215	35.0271837
216	35.00047099
217	34.97959316
218	34.93902941
219	34.90532654
220	34.88172238
221	34.85444759
222	34.8245544
223	34.79531151
224	34.76241206
225	34.72623553
226	34.69377905
227	34.67092684
228	34.636586
229	34.5978458
230	34.5684082
231	34.53580337
232	34.49958412
233	34.47654618
234	34.45909837
235	34.42822989
236	34.40447186
237	34.38041163
238	34.35232068
239	34.31925958
240	34.28509057
241	34.26050968
242	34.22941763
243	34.20229443
244	34.18078573
245	34.15416423
246	34.11777336
247	34.08020129
248	34.05191007
249	34.02971372
250	34.00972653
251	33.97967164
252	33.95730527
253	33.93190777
254	33.90416274
255	33.88157966
256	33.84065801
257	33.8120632
258	33.78410613
259	33.75414707
260	33.72399309
261	33.7014106
262	33.68283948
263	33.65382224
264	33.6243436
265	33.60242699
266	33.56738179
267	33.53902122
268	33.50723932
269	33.47332749
270	33.43725443
271	33.4113969
272	33.3878972
273	33.36127182
274	33.33466878
275	33.31974775
276	33.30530562
277	33.26601776
278	33.24014595
279	33.20585191
280	33.18817412
281	33.15571159
282	33.13336475
283	33.11782261
284	33.09438022
285	33.06865258
286	33.03464267
287	33.01465519
288	32.97677624
289	32.95310127
290	32.92118035
291	32.88447467
292	32.84860783
293	32.82807583
294	32.80673047
295	32.78569281
296	32.75884519
297	32.73226065
298	32.71444596
299	32.68407765
300	32.6671555
301	32.64135788
302	32.62040342
303	32.59041473
304	32.5681101
305	32.53114465
306	32.51490552
307	32.4840799
308	32.45151206
309	32.42950548
310	32.41308937
311	32.39894586
312	32.37322524
313	32.35427136
314	32.32850489
315	32.30369651
316	32.27660721
317	32.25151092
318	32.23273194
319	32.19638734
320	32.16850017
321	32.14063793
322	32.12321016
323	32.1040099
324	32.07672865
325	32.05531512
326	32.02528151
327	32.00505517
328	31.98443892
329	31.9649214
330	31.94146275
331	31.92367153
332	31.88877645
333	31.8664273
334	31.83980019
335	31.8062227
336	31.78873026
337	31.78810906
338	31.75284731
339	31.73018928
340	31.7157686
341	31.6894545
342	31.66210007
343	31.64234881
344	31.62320596
345	31.59950177
346	31.56708634
347	31.53900642
348	31.51084262
349	31.48277342
350	31.4562982
351	31.43454632
352	31.41248313
353	31.38863727
354	31.36586503
355	31.35341793
356	31.33496817
357	31.31387579
358	31.28994248
359	31.27400899
360	31.23970876
361	31.21918159
362	31.19528511
363	31.17405361
364	31.15270762
365	31.12600523
366	31.09889499
367	31.07364857
368	31.05150803
369	31.01884618
370	30.98712486
371	30.96383288
372	30.9404368
373	30.92086646
374	30.90181248
375	30.88337553
376	30.85898931
377	30.8358657
378	30.83425971
379	30.81373959
380	30.78715889
381	30.76610278
382	30.73987489
383	30.71353676
384	30.69787266
385	30.67688275
386	30.65588756
387	30.6261298
388	30.60717118
389	30.58924012
390	30.5716584
391	30.55611329
392	30.52825904
393	30.50016034
394	30.47377952
395	30.45302268
396	30.42295345
397	30.39844497
398	30.36908498
399	30.35053075
400	30.32458807
401	30.30612026
402	30.28348989
403	30.26910197
404	30.24748312
405	30.22686314
406	30.20019748
407	30.17035713
408	30.14775901
409	30.12788197
410	30.10016009
411	30.07849707
412	30.06282089
413	30.04416723
414	30.0237641
415	29.99951235
416	29.97090788
417	29.93486437
418	29.9098324
419	29.88168867
420	29.8585419
421	29.83327625
422	29.80517882
423	29.7778139
424	29.74846817
425	29.73369497
426	29.71221305
427	29.69607698
428	29.67746147
429	29.66199992
430	29.6395471
431	29.61806101
432	29.60461335
433	29.58590362
434	29.56556558
435	29.54612761
436	29.5267083
437	29.5006104
438	29.48200955
439	29.46842485
440	29.44547887
441	29.43070739
442	29.41091226
443	29.38676858
444	29.3633551
445	29.3429608
446	29.32645094
447	29.30545998
448	29.2891923
449	29.26923447
450	29.23399045
451	29.21823397
452	29.18773803
453	29.1707283
454	29.14639025
455	29.12311909
456	29.10339436
457	29.07711881
458	29.04693835
459	29.03156241
460	29.01071932
461	28.99001355
462	28.97461756
463	28.95452852
464	28.92588873
465	28.90320411
466	28.88516991
467	28.85924352
468	28.85161398
469	28.82052066
470	28.80408743
471	28.79212374
472	28.7681163
473	28.74843388
474	28.73610106
475	28.71895653
476	28.69831198
477	28.67172926
478	28.65524212
479	28.63880305
480	28.61368635
481	28.58567024
482	28.57103601
483	28.55172515
484	28.53078309
485	28.51401303
486	28.48850267
487	28.47649509
488	28.44512373
489	28.42414841
490	28.40373864
491	28.3707873
492	28.35059752
493	28.32163947
494	28.29817676
495	28.27518061
496	28.24963416
497	28.22748471
498	28.2095562
499	28.18863921
500	28.17314134
501	28.15070498
502	28.12752827
503	28.10403992
504	28.08854532
505	28.06882957
506	28.05029859
507	28.03537583
508	28.01466927
509	27.98712945
510	27.96692854
511	27.94053182
512	27.92101696
513	27.89901949
514	27.88423632
515	27.85963706
516	27.83871402
517	27.82020203
518	27.80543792
519	27.78651334
520	27.77099298
521	27.76000679
522	27.73917261
523	27.71937291
524	27.70150749
525	27.68042202
526	27.6650797
527	27.64595346
528	27.62390296
529	27.60101423
530	27.57422622
531	27.55599591
532	27.53526833
533	27.51969875
534	27.50023757
535	27.48449484
536	27.46962822
537	27.4589793
538	27.45195015
539	27.43465971
540	27.41524497
541	27.39030252
542	27.36973616
543	27.34947646
544	27.32749984
545	27.31132725
546	27.29264319
547	27.27702528
548	27.25647183
549	27.23754594
550	27.22079043
551	27.20804246
552	27.19085673
553	27.17489364
554	27.15481451
555	27.13558609
556	27.11247617
557	27.09490624
558	27.0703715
559	27.04831098
560	27.0266188
561	27.00675368
562	26.99613604
563	26.97677086
564	26.96096322
565	26.9461626
566	26.92120058
567	26.90180468
568	26.89093721
569	26.87634377
570	26.8527186
571	26.83936644
572	26.81124253
573	26.79439774
574	26.77472491
575	26.75422979
576	26.73536982
577	26.71699961
578	26.69900887
579	26.68581503
580	26.66383257
581	26.63847912
582	26.61983033
583	26.6001702
584	26.58183521
585	26.56818436
586	26.55173064
587	26.53318453
588	26.51418566
589	26.48900337
590	26.46897416
591	26.44529097
592	26.42793762
593	26.41606251
594	26.40198078
595	26.38404452
596	26.36273129
597	26.35219915
598	26.33626959
599	26.31801505
600	26.30317965
601	26.28739451
602	26.26102345
603	26.24781058
604	26.22825264
605	26.21610092
606	26.19118976
607	26.17702376
608	26.15916856
609	26.13914428
610	26.12226766
611	26.10842896
612	26.08863518
613	26.07028607
614	26.05308247
615	26.03196156
616	26.01785608
617	25.99308122
618	25.97454793
619	25.95913466
620	25.94817986
621	25.92812096
622	25.91092768
623	25.89262962
624	25.87219959
625	25.85633838
626	25.84156549
627	25.82863825
628	25.80450633
629	25.79305515
630	25.7677544
631	25.74226208
632	25.71961315
633	25.6988423
634	25.67900129
635	25.66470679
636	25.64990272
637	25.63029398
638	25.61071291
639	25.59655524
640	25.58166863
641	25.56312968
642	25.5478822
643	25.53050148
644	25.51172147
645	25.49084041
646	25.47731426
647	25.45866225
648	25.44044898
649	25.42083402
650	25.41128899
651	25.39537316
652	25.38094952
653	25.35873182
654	25.34324236
655	25.32903535
656	25.30878962
657	25.29099768
658	25.27457385
659	25.26096679
660	25.24619857
661	25.23279006
662	25.207488
663	25.18853849
664	25.16959641
665	25.14031876
666	25.12150077
667	25.10111545
668	25.07807871
669	25.05494916
670	25.0391038
671	25.01841537
672	24.99785189
673	24.98362028
674	24.96625099
675	24.94824586
676	24.93378521
677	24.91828947
678	24.89931806
679	24.87403204
680	24.85977214
681	24.84555691
682	24.82394146
683	24.80713863
684	24.79438013
685	24.78152397
686	24.7707849
687	24.75701595
688	24.74256261
689	24.72610093
690	24.7133987
691	24.69564682
692	24.68363052
693	24.66757405
694	24.64457658
695	24.61956208
696	24.60536715
697	24.59128723
698	24.58132901
699	24.55466244
700	24.53321787
701	24.52459337
702	24.51140011
703	24.49574414
704	24.47429143
705	24.46018968
706	24.43806585
707	24.42228312
708	24.40079625
709	24.37786895
710	24.36030672
711	24.34427846
712	24.3237988
713	24.30656059
714	24.30531341
715	24.28455397
716	24.27037113
717	24.26221009
718	24.25056001
719	24.23100593
720	24.21476334
