Set,Accuracy,Recall,Precision,F1,MCC
0.0,0.8514492753623188,0.8514492753623188,1.0,0.9197651663405088,0.8483605447515623
1.0,1.0,1.0,0.8452830188679246,0.9161554192229039,0.8483605447515623
